"ano";"UF";"sexo";"idade";"cor";"mae_viva";"reg_nascimento";"UF_nasc";"alfabetizado";"anos_estudo";"renda_total"
2005;"PE";"mulher";62;"parda";0;1;;1;4;200
2005;"PE";"mulher";4;"parda";1;1;;0;0;
2005;"SE";"homem";18;"parda";1;1;;1;7;0
2005;"SE";"mulher";28;"parda";1;1;;1;15;2400
2005;"PB";"homem";35;"parda";1;1;;1;0;160
2005;"SC";"homem";38;"branca";1;1;;1;5;900
2005;"RS";"homem";67;"preta";0;1;;1;5;450
2005;"MA";"mulher";21;"parda";1;1;;1;8;0
2005;"PI";"homem";21;"branca";1;1;;1;15;0
2005;"CE";"homem";2;"parda";1;1;;0;0;
2005;"DF";"mulher";38;"preta";1;1;"GO";1;11;600
2005;"SP";"homem";54;"branca";1;1;"PE";0;0;950
2005;"SC";"homem";26;"branca";1;1;;1;4;600
2005;"PR";"mulher";2;"branca";1;1;;0;0;
2005;"AM";"mulher";28;"parda";1;1;;1;15;2500
2005;"AM";"homem";38;"parda";1;1;;1;11;0
2005;"PA";"mulher";42;"branca";1;1;"MG";1;14;300
2005;"RJ";"homem";13;"parda";1;1;;1;5;0
2005;"MG";"mulher";30;"parda";0;1;;1;11;300
2005;"TO";"mulher";11;"amarela";1;1;;1;4;0
2005;"BA";"homem";12;"parda";1;1;;1;1;0
2005;"PB";"homem";31;"branca";1;1;"SP";1;4;582
2005;"SP";"mulher";69;"branca";0;1;;1;3;0
2005;"MT";"homem";25;"branca";1;1;;1;13;0
2005;"SP";"mulher";56;"branca";1;1;"BA";1;3;0
2005;"RS";"homem";40;"branca";1;1;;1;12;3000
2005;"AM";"homem";55;"parda";0;1;;1;4;300
2005;"BA";"homem";48;"parda";1;1;;1;15;6000
2005;"RS";"mulher";67;"branca";1;1;;1;5;1100
2005;"CE";"mulher";57;"parda";1;1;;1;3;350
2005;"AL";"homem";30;"parda";1;1;;1;3;300
2005;"RJ";"homem";25;"preta";1;1;;1;6;480
2005;"BA";"mulher";45;"preta";1;1;;1;9;300
2005;"GO";"homem";32;"parda";1;1;;1;3;0
2005;"DF";"homem";7;"parda";1;1;;1;0;
2005;"SC";"mulher";7;"branca";1;1;;1;0;
2005;"RS";"mulher";9;"parda";1;1;;1;2;
2005;"SP";"mulher";38;"branca";0;1;;1;7;450
2005;"BA";"mulher";42;"branca";1;1;;1;15;800
2005;"MG";"mulher";54;"parda";1;1;;1;0;30
2005;"MG";"homem";30;"branca";1;1;;1;10;1600
2005;"RS";"mulher";7;"branca";1;1;;1;0;
2005;"PB";"mulher";45;"preta";1;1;;1;0;235
2005;"SC";"mulher";66;"branca";0;1;;1;2;300
2005;"SE";"mulher";62;"branca";0;1;;1;7;300
2005;"PR";"homem";43;"branca";0;1;;1;9;450
2005;"MT";"homem";31;"parda";1;1;;0;0;300
2005;"RN";"mulher";32;"parda";1;1;;1;5;0
2005;"SP";"mulher";23;"parda";1;1;;1;14;1400
2005;"RO";"homem";41;"parda";1;1;"PI";1;4;150
2005;"PR";"mulher";27;"branca";1;1;;1;11;500
2005;"PE";"mulher";20;"branca";1;1;;1;10;0
2005;"AL";"mulher";9;"parda";1;1;;1;2;
2005;"MT";"homem";49;"branca";1;1;;1;1;365
2005;"RS";"mulher";29;"branca";1;1;;1;15;3960
2005;"BA";"mulher";1;"parda";1;1;;0;0;
2005;"SC";"homem";37;"branca";1;1;"PR";1;5;0
2005;"PB";"mulher";31;"parda";1;1;;1;11;0
2005;"RJ";"mulher";72;"preta";0;1;;0;0;0
2005;"AC";"homem";17;"parda";1;1;"RO";1;8;300
2005;"BA";"mulher";41;"parda";0;1;"AL";1;5;300
2005;"PE";"mulher";3;"branca";1;1;;0;0;
2005;"CE";"homem";10;"branca";1;1;;1;3;0
2005;"CE";"homem";53;"branca";0;1;;1;5;145
2005;"AP";"mulher";5;"branca";1;1;;0;0;
2005;"PE";"homem";9;"branca";1;1;;1;1;
2005;"PA";"homem";1;"branca";1;1;"RR";0;0;
2005;"MG";"mulher";54;"parda";0;1;;0;0;50
2005;"PE";"mulher";17;"branca";1;1;;1;7;0
2005;"BA";"mulher";35;"parda";1;1;;1;11;600
2005;"SP";"homem";30;"branca";0;1;"PR";1;5;500
2005;"RS";"mulher";54;"branca";0;1;"SC";1;2;450
2005;"PE";"mulher";31;"branca";1;1;;1;7;300
2005;"PA";"homem";6;"branca";1;1;;1;0;
2005;"PR";"homem";17;"branca";1;1;;1;9;0
2005;"PA";"mulher";46;"parda";0;1;;0;0;360
2005;"RJ";"mulher";34;"parda";1;1;;1;15;1055
2005;"TO";"homem";26;"parda";0;1;;0;0;300
2005;"RN";"homem";23;"amarela";1;1;;1;8;700
2005;"MG";"mulher";79;"parda";0;1;"BA";0;0;600
2005;"MG";"homem";22;"branca";1;1;;1;8;0
2005;"DF";"mulher";4;"parda";1;1;;0;0;
2005;"RJ";"mulher";34;"branca";1;1;;1;15;1300
2005;"MT";"homem";41;"parda";0;1;;1;4;1200
2005;"RN";"mulher";45;"branca";1;1;;1;3;0
2005;"SE";"homem";21;"parda";1;1;;1;4;0
2005;"GO";"mulher";51;"parda";1;1;;1;8;700
2005;"CE";"homem";17;"branca";1;1;;1;8;0
2005;"RS";"mulher";62;"branca";0;1;;0;2;1100
2005;"RS";"mulher";45;"parda";1;1;;1;8;590
2005;"BA";"mulher";20;"preta";1;1;;1;10;150
2005;"RJ";"mulher";68;"parda";0;1;"MG";1;11;
2005;"SP";"homem";41;"parda";0;1;;1;5;520
2005;"AL";"homem";5;"parda";1;1;;0;0;
2005;"MS";"mulher";54;"parda";0;1;"PE";1;4;0
2005;"MG";"homem";17;"branca";1;1;;1;10;144
2005;"MG";"homem";53;"branca";1;1;"ES";1;4;400
2005;"RS";"homem";15;"branca";1;1;;1;8;0
2005;"MG";"homem";20;"branca";1;1;;1;11;420
2005;"BA";"mulher";55;"preta";0;1;;1;5;600
2005;"AM";"mulher";10;"parda";1;1;;1;2;0
2005;"RJ";"homem";7;"parda";1;1;;0;0;
2005;"MG";"mulher";1;"branca";1;1;;0;0;
2005;"PR";"mulher";46;"branca";1;1;;1;11;0
2005;"MG";"homem";51;"branca";1;1;;1;7;1000
2005;"PE";"mulher";6;"parda";1;1;;1;0;
2005;"TO";"mulher";48;"branca";0;1;;1;1;0
2005;"AC";"homem";11;"parda";1;1;;1;5;0
2005;"MG";"homem";57;"parda";0;1;;1;4;1525
2005;"MG";"homem";44;"branca";1;1;;0;0;240
2005;"CE";"mulher";58;"branca";1;1;;1;15;1500
2005;"RS";"mulher";53;"branca";0;1;;1;5;0
2005;"SP";"homem";60;"branca";1;1;;1;12;1500
2005;"BA";"mulher";24;"parda";0;1;;1;11;60
2005;"MG";"mulher";18;"preta";1;1;;1;8;0
2005;"SP";"homem";39;"branca";1;1;"MG";1;9;1600
2005;"BA";"homem";36;"parda";1;1;;1;11;420
2005;"PE";"homem";20;"branca";1;1;;1;11;300
2005;"SP";"mulher";18;"branca";1;1;;1;11;0
2005;"CE";"mulher";1;"parda";1;1;;0;0;
2005;"CE";"homem";33;"parda";1;1;;0;2;0
2005;"SP";"homem";20;"preta";1;1;;1;11;0
2005;"SE";"mulher";46;"parda";1;1;;1;11;800
2005;"AL";"mulher";24;"parda";1;1;;1;5;65
2005;"RJ";"mulher";71;"parda";0;1;;1;3;720
2005;"PR";"mulher";69;"branca";0;1;;0;0;300
2005;"RN";"homem";20;"parda";1;1;;1;8;0
2005;"RS";"homem";59;"branca";1;1;;1;6;1000
2005;"SP";"mulher";31;"parda";0;1;;1;3;165
2005;"DF";"mulher";60;"parda";0;1;"PI";0;0;300
2005;"RN";"mulher";27;"parda";1;1;;1;8;0
2005;"MG";"mulher";20;"parda";1;1;;1;8;80
2005;"MG";"mulher";52;"parda";0;1;;0;0;0
2005;"SC";"mulher";40;"branca";1;1;;1;8;450
2005;"SP";"homem";24;"branca";0;1;;1;11;500
2005;"MS";"mulher";51;"parda";1;1;;1;11;600
2005;"PA";"homem";11;"parda";1;1;;1;3;0
2005;"AL";"homem";31;"preta";1;1;;1;6;0
2005;"SP";"mulher";46;"branca";0;1;"MG";1;5;100
2005;"PE";"homem";10;"branca";1;1;;1;2;0
2005;"RS";"homem";69;"branca";0;1;;1;5;600
2005;"BA";"mulher";53;"branca";0;1;"AL";1;11;360
2005;"BA";"homem";12;"branca";1;1;;1;4;0
2005;"RS";"mulher";23;"preta";1;1;;1;15;600
2005;"CE";"homem";0;"preta";1;1;;0;0;
2005;"CE";"mulher";39;"parda";1;1;;1;8;380
2005;"PE";"mulher";2;"branca";1;1;;0;0;
2005;"PB";"mulher";15;"branca";1;1;;1;8;0
2005;"SP";"mulher";26;"branca";1;1;;1;11;1650
2005;"BA";"mulher";33;"parda";1;1;;1;0;300
2005;"PE";"homem";41;"parda";0;1;;1;3;300
2005;"PA";"homem";6;"branca";1;1;;0;0;
2005;"RO";"mulher";26;"parda";1;1;;1;12;0
2005;"PE";"mulher";40;"branca";1;1;;1;13;4000
2005;"GO";"mulher";6;"branca";1;1;;0;0;
2005;"AL";"homem";4;"parda";1;1;;0;0;
2005;"GO";"homem";61;"branca";0;0;"CE";1;0;300
2005;"MG";"homem";34;"branca";0;1;;1;1;450
2005;"RO";"homem";14;"parda";1;1;;1;6;0
2005;"DF";"homem";59;"parda";0;1;"SP";1;6;1400
2005;"PA";"homem";51;"parda";0;1;;1;11;4000
2005;"MS";"homem";5;"parda";1;1;;0;0;
2005;"RN";"mulher";21;"parda";1;1;;1;11;0
2005;"PR";"mulher";34;"branca";1;1;;1;15;1200
2005;"PR";"mulher";16;"branca";1;1;;1;9;200
2005;"PA";"mulher";1;"parda";1;1;;0;0;
2005;"SP";"homem";7;"branca";1;1;;1;0;
2005;"MS";"mulher";29;"branca";1;1;"PR";1;15;850
2005;"RR";"homem";29;"parda";1;1;"AM";1;11;0
2005;"PR";"homem";41;"branca";0;1;;1;11;1000
2005;"PE";"mulher";0;"parda";1;1;;0;0;
2005;"MG";"homem";24;"parda";1;1;;1;7;0
2005;"RS";"homem";15;"parda";1;1;;1;3;0
2005;"MT";"mulher";0;"branca";1;1;;0;0;
2005;"ES";"mulher";9;"parda";1;1;;1;2;
2005;"SP";"homem";26;"branca";1;1;;1;11;
2005;"RJ";"mulher";57;"branca";0;1;"PB";1;4;200
2005;"BA";"homem";9;"parda";1;1;;1;2;
2005;"RS";"homem";33;"branca";1;1;;1;11;1800
2005;"PE";"homem";25;"branca";1;1;;1;5;1240
2005;"GO";"mulher";74;"branca";0;1;"SP";1;2;300
2005;"SC";"homem";31;"branca";1;1;;1;2;240
2005;"BA";"homem";42;"preta";1;1;;1;8;400
2005;"RO";"homem";20;"parda";1;1;;1;8;300
2005;"GO";"homem";9;"parda";1;1;;1;1;
2005;"BA";"mulher";31;"preta";1;1;;1;11;300
2005;"PI";"mulher";29;"branca";1;1;;0;0;95
2005;"TO";"mulher";8;"parda";1;1;;0;0;
2005;"PA";"homem";11;"parda";1;1;;1;1;0
2005;"AC";"mulher";18;"parda";1;1;;1;8;0
2005;"PB";"mulher";20;"branca";1;1;"CE";1;11;370
2005;"RJ";"mulher";49;"parda";1;1;"PB";1;11;375
2005;"CE";"mulher";2;"parda";1;1;;0;0;
2005;"BA";"mulher";17;"parda";1;1;;1;8;0
2005;"PE";"homem";14;"parda";1;1;;1;6;0
2005;"AC";"homem";47;"parda";1;1;;0;0;225
2005;"BA";"mulher";64;"preta";0;1;;1;3;300
2005;"BA";"mulher";20;"parda";1;1;;1;2;0
2005;"PA";"mulher";13;"parda";1;1;;1;5;15
2005;"SP";"mulher";17;"branca";1;1;;1;10;315
2005;"PB";"mulher";20;"parda";0;1;;1;3;0
2005;"SP";"mulher";15;"branca";1;1;;1;8;0
2005;"DF";"mulher";32;"parda";0;1;"BA";1;2;0
2005;"RJ";"homem";13;"parda";1;1;;1;5;50
2005;"SP";"mulher";77;"branca";0;1;"PR";1;4;700
2005;"PR";"homem";3;"branca";1;1;;0;0;
2005;"BA";"homem";19;"parda";1;1;;0;1;150
2005;"RJ";"mulher";8;"parda";1;1;;1;0;
2005;"DF";"homem";61;"branca";0;1;"MG";1;15;6000
2005;"SP";"mulher";7;"parda";1;1;;1;0;
2005;"RS";"mulher";40;"branca";1;1;;1;7;400
2005;"BA";"mulher";56;"parda";0;1;;1;6;0
2005;"RS";"mulher";54;"branca";0;1;;1;14;4100
2005;"MA";"homem";28;"preta";1;1;;1;11;300
2005;"MG";"homem";16;"parda";1;1;;1;7;0
2005;"RJ";"mulher";55;"preta";0;1;;1;3;0
2005;"MG";"homem";46;"branca";1;1;;1;4;120
2005;"SC";"homem";43;"branca";1;1;;1;3;1100
2005;"RS";"homem";59;"branca";1;1;;1;6;500
2005;"DF";"mulher";24;"branca";1;1;;1;10;800
2005;"CE";"mulher";53;"branca";1;1;"PI";1;11;60
2005;"PE";"mulher";4;"parda";1;1;;0;0;
2005;"BA";"homem";25;"parda";1;1;;1;4;0
2005;"MG";"mulher";48;"branca";1;1;;0;0;340
2005;"RJ";"mulher";77;"branca";0;1;;1;11;3418
2005;"AC";"homem";54;"branca";5;1;"RS";1;8;
2005;"BA";"homem";8;"preta";1;1;;1;0;
2005;"CE";"mulher";6;"branca";1;1;;0;0;
2005;"RJ";"homem";35;"parda";1;1;;1;11;450
2005;"RS";"homem";0;"parda";1;1;;0;0;
2005;"MS";"homem";40;"parda";1;1;"PR";1;15;4000
2005;"BA";"mulher";46;"parda";1;1;;1;3;0
2005;"GO";"mulher";63;"parda";0;1;;1;11;400
2005;"SP";"mulher";22;"branca";1;1;"PI";1;11;0
2005;"CE";"mulher";4;"parda";1;1;;0;0;
2005;"SP";"mulher";4;"branca";1;1;;0;0;
2005;"MG";"homem";29;"preta";1;1;"BA";1;11;415
2005;"CE";"homem";0;"branca";1;1;;0;0;
2005;"DF";"mulher";1;"branca";1;1;;0;0;
2005;"MG";"homem";50;"branca";1;1;;1;4;630
2005;"MG";"mulher";27;"parda";0;1;;1;4;40
2005;"RJ";"mulher";64;"branca";0;1;;1;15;2500
2005;"BA";"homem";3;"preta";1;1;;0;0;
2005;"BA";"mulher";16;"parda";1;1;;1;8;0
2005;"SC";"mulher";14;"branca";1;1;;1;7;0
2005;"RJ";"homem";35;"branca";1;1;;1;4;400
2005;"ES";"mulher";19;"branca";1;1;;1;8;0
2005;"PB";"mulher";5;"parda";1;1;;0;0;
2005;"SP";"homem";41;"branca";0;1;"PR";0;0;500
2005;"TO";"homem";19;"parda";1;1;;1;5;360
2005;"SP";"mulher";4;"branca";1;1;;0;0;
2005;"SP";"homem";58;"branca";0;1;;1;4;1200
2005;"PA";"homem";34;"parda";1;1;"ES";0;0;400
2005;"MT";"mulher";72;"parda";0;1;;0;0;300
2005;"SP";"mulher";7;"branca";1;1;;0;0;
2005;"RJ";"mulher";6;"parda";1;1;;1;0;
2005;"ES";"mulher";37;"branca";1;1;;1;4;300
2005;"MG";"homem";42;"parda";1;1;;1;8;150
2005;"PE";"mulher";36;"parda";0;1;;1;3;95
2005;"BA";"mulher";8;"branca";1;1;;1;1;
2005;"PA";"mulher";26;"parda";1;1;"CE";1;10;300
2005;"MT";"homem";21;"parda";1;1;;1;3;0
2005;"CE";"homem";3;"parda";1;1;;0;0;
2005;"RS";"homem";44;"branca";1;1;;1;4;950
2005;"MA";"mulher";22;"parda";1;1;;1;7;0
2005;"MT";"homem";47;"branca";1;1;"RS";1;5;230
2005;"RS";"mulher";51;"branca";1;1;;1;11;1500
2005;"SP";"homem";27;"parda";1;1;;1;11;500
2005;"PR";"mulher";1;"branca";1;1;;0;0;
2005;"RJ";"mulher";41;"branca";1;1;;1;0;0
2005;"PR";"homem";15;"amarela";1;1;;1;8;0
2005;"SP";"mulher";18;"branca";1;1;;1;10;0
2005;"DF";"mulher";16;"parda";1;1;;1;9;0
2005;"RJ";"homem";32;"branca";1;1;;1;15;
2005;"BA";"mulher";40;"parda";1;1;;1;7;0
2005;"AP";"mulher";35;"parda";1;1;"CE";1;11;1150
2005;"CE";"mulher";40;"parda";1;1;;1;3;120
2005;"DF";"mulher";91;"indígena";0;1;"CE";0;0;300
2005;"BA";"mulher";78;"parda";0;1;;0;0;300
2005;"TO";"homem";42;"parda";0;1;"PI";0;0;450
2005;"GO";"mulher";16;"parda";1;1;;1;9;50
2005;"RS";"mulher";30;"branca";1;1;;1;6;475
2005;"SP";"mulher";59;"parda";0;1;"BA";1;4;900
2005;"PA";"mulher";15;"parda";1;1;;1;2;40
2005;"BA";"homem";4;"preta";1;1;;0;0;
2005;"CE";"homem";56;"parda";0;1;;1;11;2015
2005;"BA";"homem";41;"branca";1;1;;1;15;500
2005;"RN";"homem";19;"parda";1;1;"PB";1;10;150
2005;"MG";"homem";14;"branca";1;1;;1;7;0
2005;"AP";"mulher";4;"parda";1;1;;0;0;
2005;"MT";"mulher";46;"branca";1;1;"SP";1;15;2000
2005;"MG";"homem";2;"parda";1;1;;0;0;
2005;"SE";"homem";26;"parda";1;1;;1;11;450
2005;"CE";"mulher";15;"branca";1;1;;1;5;0
2005;"CE";"homem";18;"branca";1;1;;1;7;0
2005;"ES";"mulher";17;"branca";1;1;;1;10;300
2005;"RJ";"homem";9;"branca";1;1;;1;1;
2005;"GO";"homem";32;"preta";1;1;"AM";1;11;1000
2005;"SP";"mulher";19;"branca";1;1;;1;11;600
2005;"PR";"homem";25;"parda";1;1;;1;13;650
2005;"RS";"mulher";1;"branca";1;1;;0;0;
2005;"AM";"mulher";86;"branca";0;1;;1;2;500
2005;"CE";"mulher";24;"branca";1;1;"PE";1;11;23
2005;"SP";"mulher";5;"parda";1;1;;0;0;
2005;"SP";"homem";7;"amarela";1;1;;1;0;
2005;"MG";"mulher";3;"preta";1;1;;0;0;
2005;"BA";"mulher";30;"parda";1;1;;1;11;0
2005;"GO";"homem";0;"parda";1;1;;0;0;
2005;"RN";"mulher";73;"branca";0;1;;0;0;300
2005;"SP";"homem";0;"branca";1;1;;0;0;
2005;"MA";"homem";1;"parda";1;1;;0;0;
2005;"BA";"homem";33;"parda";1;1;;0;0;150
2005;"PA";"homem";36;"branca";1;1;"PE";1;15;6000
2005;"PA";"homem";38;"parda";1;1;"MG";1;10;1500
2005;"MG";"homem";11;"parda";1;1;;1;2;0
2005;"MG";"homem";65;"preta";0;1;;1;4;650
2005;"RN";"mulher";3;"parda";1;1;;0;0;
2005;"RS";"mulher";55;"branca";0;1;;1;8;0
2005;"BA";"homem";11;"parda";1;1;;1;3;0
2005;"CE";"mulher";27;"parda";1;1;;1;11;300
2005;"PE";"homem";26;"parda";1;1;"CE";1;11;700
2005;"CE";"homem";15;"parda";0;1;;1;4;0
2005;"GO";"homem";44;"parda";0;1;;1;4;600
2005;"RS";"homem";36;"branca";1;1;;1;11;400
2005;"GO";"mulher";26;"parda";1;1;;1;11;300
2005;"SC";"mulher";21;"parda";1;1;;1;9;0
2005;"RN";"mulher";24;"parda";1;1;;1;5;330
2005;"BA";"homem";81;"branca";0;1;;1;5;930
2005;"GO";"mulher";22;"parda";1;1;;1;0;0
2005;"PE";"mulher";44;"parda";1;1;;1;3;0
2005;"MA";"homem";50;"preta";1;1;"PI";1;3;300
2005;"BA";"homem";10;"preta";1;1;;0;0;0
2005;"RS";"homem";41;"branca";0;1;;1;5;500
2005;"RS";"homem";23;"branca";1;1;;1;5;300
2005;"RJ";"mulher";51;"branca";0;1;"MG";1;2;0
2005;"MG";"mulher";29;"branca";1;1;;1;15;600
2005;"PB";"mulher";4;"parda";1;1;;0;0;
2005;"RJ";"mulher";9;"parda";1;1;;1;3;
2005;"CE";"mulher";1;"parda";1;1;;0;0;
2005;"GO";"mulher";3;"branca";1;1;"SP";0;0;
2005;"RS";"mulher";38;"branca";0;1;;1;11;525
2005;"SC";"homem";61;"branca";0;1;;1;4;800
2005;"RS";"mulher";86;"branca";0;1;;0;0;300
2005;"RS";"homem";39;"branca";1;1;;1;11;800
2005;"CE";"homem";41;"branca";1;1;;0;0;250
2005;"GO";"mulher";27;"preta";1;1;;1;5;150
2005;"PR";"homem";45;"amarela";1;1;;1;15;1350
2005;"BA";"homem";14;"preta";1;1;;1;4;0
2005;"PR";"mulher";52;"branca";1;1;"SP";1;3;250
2005;"BA";"mulher";65;"branca";1;1;;1;6;300
2005;"CE";"mulher";13;"branca";1;1;;1;4;0
2005;"ES";"homem";29;"branca";1;1;"MG";1;11;1500
2005;"RO";"mulher";75;"parda";0;1;"CE";0;0;600
2005;"SP";"mulher";34;"parda";1;1;"RJ";1;11;0
2005;"BA";"mulher";11;"branca";1;1;;1;4;0
2005;"PE";"homem";24;"parda";1;1;;1;8;0
2005;"AL";"mulher";32;"branca";1;1;;1;3;30
2005;"RJ";"mulher";26;"branca";1;1;;1;11;0
2005;"PE";"mulher";10;"parda";1;1;;1;2;0
2005;"RN";"mulher";36;"parda";1;1;"CE";1;8;0
2005;"MS";"mulher";26;"branca";1;1;;1;15;1500
2005;"RJ";"mulher";9;"branca";1;1;;1;1;
2005;"MG";"mulher";59;"branca";0;1;;1;12;880
2005;"CE";"mulher";8;"branca";1;1;;1;0;
2005;"SP";"homem";17;"branca";1;1;;1;10;0
2005;"BA";"mulher";14;"parda";0;1;;1;4;32
2005;"MG";"mulher";73;"parda";0;1;;1;4;380
2005;"MT";"mulher";17;"parda";1;1;;1;6;0
2005;"MS";"mulher";27;"parda";1;1;;1;11;0
2005;"SE";"homem";1;"branca";1;1;;0;0;
2005;"SP";"homem";49;"branca";1;1;;1;4;500
2005;"RN";"homem";8;"branca";1;1;;1;1;
2005;"SP";"mulher";23;"branca";1;1;"CE";1;11;530
2005;"SP";"homem";7;"parda";1;1;;1;0;
2005;"PA";"mulher";30;"branca";1;1;"MA";1;3;1160
2005;"DF";"homem";49;"parda";0;1;"PE";1;11;680
2005;"RJ";"mulher";18;"parda";1;1;"SP";1;9;0
2005;"MG";"homem";73;"parda";0;1;;0;0;350
2005;"PR";"mulher";3;"branca";1;1;;0;0;
2005;"RJ";"mulher";53;"parda";0;1;"BA";1;4;0
2005;"MG";"homem";6;"parda";1;1;;0;0;
2005;"DF";"homem";33;"branca";1;1;"MG";1;12;2700
2005;"DF";"mulher";44;"branca";1;1;"MG";1;10;700
2005;"PE";"mulher";1;"branca";1;1;;0;0;
2005;"SP";"mulher";26;"branca";1;1;;1;15;200
2005;"CE";"homem";47;"parda";0;1;;0;0;200
2005;"PI";"homem";27;"parda";1;1;"PE";1;11;40
2005;"DF";"homem";28;"branca";1;1;"MG";1;15;2400
2005;"SC";"homem";28;"branca";1;1;;1;11;2100
2005;"SP";"homem";39;"branca";1;1;;1;5;600
2005;"ES";"mulher";47;"branca";1;1;;1;15;1100
2005;"MG";"mulher";24;"branca";1;1;;1;10;370
2005;"BA";"mulher";24;"parda";1;1;;1;11;0
2005;"SP";"mulher";5;"branca";1;1;;0;0;
2005;"MG";"mulher";16;"parda";1;1;;1;8;0
2005;"PE";"mulher";44;"branca";0;1;;1;11;0
2005;"RJ";"homem";34;"branca";1;1;;1;11;900
2005;"PA";"homem";14;"parda";1;1;"MA";1;7;0
2005;"RJ";"mulher";80;"preta";0;1;;0;0;300
2005;"PR";"mulher";27;"branca";1;1;;1;4;0
2005;"MG";"homem";11;"branca";1;1;;1;3;0
2005;"MG";"mulher";52;"branca";0;1;;1;11;300
2005;"MG";"homem";25;"parda";1;1;;1;9;300
2005;"BA";"homem";39;"preta";1;1;;0;0;150
2005;"PR";"mulher";20;"parda";1;1;"PE";1;10;0
2005;"PA";"mulher";4;"parda";1;1;;0;0;
2005;"GO";"mulher";67;"parda";0;1;;1;8;0
2005;"CE";"homem";19;"parda";1;1;;1;8;50
2005;"BA";"mulher";23;"branca";1;1;;1;14;600
2005;"SP";"homem";56;"branca";0;1;"MG";1;15;6925
2005;"MG";"mulher";13;"parda";5;1;;1;4;0
2005;"CE";"homem";6;"branca";1;1;;0;0;
2005;"SP";"homem";61;"branca";1;1;"BA";0;0;600
2005;"SP";"mulher";28;"parda";0;1;;1;8;350
2005;"MG";"homem";1;"parda";1;1;;0;0;
2005;"RS";"mulher";1;"branca";1;1;;0;0;
2005;"PE";"homem";19;"branca";1;1;;1;11;300
2005;"DF";"homem";15;"parda";1;1;"PB";1;5;0
2005;"PR";"mulher";23;"branca";1;1;;1;11;474
2005;"PA";"homem";21;"parda";1;1;;1;11;400
2005;"GO";"homem";66;"parda";0;1;"MG";1;4;2900
2005;"MG";"homem";49;"parda";0;1;;1;11;620
2005;"SC";"mulher";28;"branca";1;1;"PR";1;11;0
2005;"MG";"homem";71;"branca";1;1;;0;0;300
2005;"SP";"mulher";17;"branca";1;1;;1;10;0
2005;"SC";"mulher";56;"branca";0;1;;1;4;700
2005;"PA";"mulher";35;"parda";1;1;;1;5;120
2005;"SP";"homem";32;"branca";1;1;;1;15;8000
2005;"BA";"mulher";0;"branca";1;1;;0;0;
2005;"PA";"mulher";51;"branca";0;1;;1;4;450
2005;"PA";"mulher";31;"parda";1;1;;1;15;400
2005;"BA";"mulher";84;"parda";0;1;;0;0;300
2005;"MG";"mulher";29;"branca";1;1;;1;8;360
2005;"RS";"mulher";27;"branca";1;1;;1;15;2000
2005;"AP";"homem";33;"branca";1;1;;1;11;0
2005;"SC";"mulher";21;"branca";1;1;"PR";1;12;0
2005;"RS";"homem";8;"parda";1;1;;1;2;
2005;"GO";"homem";70;"branca";0;1;"MG";0;0;868
2005;"SP";"homem";57;"parda";1;1;"SE";0;0;900
2005;"PI";"homem";88;"parda";0;1;"MA";0;2;300
2005;"DF";"mulher";5;"branca";1;1;;0;0;
2005;"PB";"mulher";28;"parda";1;1;;1;11;0
2005;"MT";"homem";12;"parda";1;1;;1;2;0
2005;"SE";"mulher";55;"branca";0;1;;1;10;2370
2005;"BA";"mulher";20;"parda";1;1;;1;8;0
2005;"RS";"homem";34;"branca";1;1;;1;5;120
2005;"TO";"homem";24;"parda";1;1;"PA";1;13;700
2005;"MG";"mulher";23;"parda";1;1;;1;4;0
2005;"MG";"mulher";40;"parda";1;1;;1;7;600
2005;"MS";"homem";23;"parda";0;1;;1;13;355
2005;"PR";"mulher";34;"branca";1;1;;1;4;0
2005;"SP";"mulher";22;"parda";1;1;"BA";1;8;0
2005;"PA";"homem";20;"branca";0;1;;1;11;900
2005;"ES";"mulher";82;"branca";0;1;;1;1;300
2005;"CE";"homem";50;"branca";1;1;;1;11;800
2005;"GO";"mulher";33;"parda";1;1;;1;11;0
2005;"RS";"homem";5;"branca";1;1;;0;0;
2005;"SP";"homem";63;"parda";0;1;"BA";0;1;0
2005;"PE";"mulher";36;"parda";1;1;;1;;300
2005;"PR";"mulher";20;"branca";1;1;;1;11;0
2005;"GO";"homem";15;"parda";1;1;;1;6;0
2005;"MG";"homem";21;"parda";1;1;;1;8;0
2005;"SC";"homem";25;"branca";1;1;;0;0;0
2005;"BA";"homem";32;"preta";1;1;;1;11;3000
2005;"RJ";"mulher";24;"parda";1;1;"BA";1;7;250
2005;"RN";"homem";16;"parda";1;1;;1;7;0
2005;"SE";"homem";57;"parda";1;1;;0;0;400
2005;"PA";"mulher";2;"branca";1;0;;0;0;
2005;"CE";"homem";21;"branca";1;1;;1;14;300
2005;"BA";"homem";19;"parda";1;1;;1;3;0
2005;"MG";"mulher";68;"parda";0;1;;0;0;600
2005;"MG";"homem";9;"parda";0;1;;1;1;
2005;"RJ";"homem";33;"branca";1;1;;1;8;1050
2005;"GO";"homem";4;"branca";1;1;;0;0;
2005;"SP";"mulher";12;"branca";1;1;"PE";1;3;0
2005;"RS";"mulher";15;"branca";1;1;;1;8;0
2005;"SP";"homem";6;"branca";1;1;;1;0;
2005;"SE";"mulher";53;"branca";0;1;;1;8;300
2005;"RS";"mulher";71;"preta";0;1;;0;0;300
