"ano";"UF";"sexo";"idade";"cor";"mae_viva";"reg_nascimento";"UF_nasc";"alfabetizado";"anos_estudo";"renda_total"
2005;"BA";"mulher";44;"preta";1;1;;1;11;0
2005;"PA";"homem";29;"parda";1;1;;1;9;400
2005;"RN";"homem";54;"branca";0;1;;1;15;1850
2005;"BA";"homem";81;"parda";0;1;;0;0;380
2005;"PA";"mulher";3;"parda";1;1;;0;0;
2005;"BA";"mulher";20;"parda";1;1;;1;11;0
2005;"RN";"homem";32;"parda";1;1;;1;10;0
2005;"RS";"mulher";30;"parda";0;1;"SC";0;0;0
2005;"CE";"mulher";75;"parda";0;1;;0;0;300
2005;"SP";"homem";53;"branca";1;1;;1;15;2000
2005;"SP";"mulher";17;"parda";1;1;;1;10;550
2005;"PA";"homem";15;"parda";1;1;;1;8;80
2005;"MG";"mulher";10;"branca";1;1;;1;3;0
2005;"TO";"mulher";7;"parda";1;1;;0;0;
2005;"PB";"mulher";48;"parda";1;1;;1;3;322
2005;"CE";"mulher";69;"branca";0;1;;1;3;300
2005;"CE";"mulher";64;"branca";1;1;;0;0;0
2005;"AC";"mulher";11;"parda";1;1;;1;4;0
2005;"MS";"mulher";32;"parda";1;1;"SC";1;11;0
2005;"AP";"mulher";12;"parda";1;1;;1;4;0
2005;"BA";"homem";17;"parda";1;1;;1;7;0
2005;"PR";"homem";19;"branca";1;1;;1;7;300
2005;"PA";"mulher";49;"branca";1;1;"PR";0;0;0
2005;"AL";"homem";22;"parda";1;1;;1;0;120
2005;"PE";"homem";1;"branca";1;1;;0;0;
2005;"PR";"homem";29;"branca";1;1;;0;0;0
2005;"MG";"mulher";54;"branca";1;1;;0;0;0
2005;"PR";"homem";19;"branca";1;1;;1;3;400
2005;"PR";"homem";70;"branca";0;1;"RS";1;3;600
2005;"CE";"homem";50;"parda";0;1;;1;8;300
2005;"MG";"mulher";51;"branca";0;1;;1;14;600
2005;"PE";"homem";37;"parda";1;1;;1;6;100
2005;"MG";"homem";45;"parda";0;1;;1;5;670
2005;"GO";"homem";52;"parda";1;1;;1;10;3400
2005;"MA";"mulher";39;"preta";1;1;;1;11;300
2005;"SE";"homem";7;"parda";1;1;;1;1;
2005;"PR";"homem";38;"branca";1;1;;1;3;300
2005;"RJ";"homem";22;"branca";1;1;;1;11;0
2005;"MG";"homem";2;"preta";1;1;;0;0;
2005;"RS";"mulher";87;"branca";0;1;;0;0;687
2005;"PR";"mulher";53;"branca";0;1;;1;4;0
2005;"BA";"homem";28;"parda";1;1;;1;5;350
2005;"GO";"homem";36;"parda";0;1;"DF";1;8;0
2005;"ES";"homem";16;"branca";1;1;;1;1;0
2005;"RJ";"mulher";22;"parda";1;1;;1;7;0
2005;"PA";"mulher";79;"parda";0;1;;0;0;300
2005;"DF";"mulher";40;"branca";1;1;;1;11;
2005;"GO";"homem";24;"parda";1;1;;1;5;300
2005;"CE";"mulher";11;"branca";1;1;;1;2;15
2005;"CE";"mulher";35;"branca";1;1;;1;11;450
2005;"PE";"mulher";25;"branca";1;1;;1;4;0
2005;"AP";"homem";17;"parda";1;1;;1;8;0
2005;"CE";"mulher";58;"parda";0;1;;0;0;300
2005;"PE";"mulher";15;"parda";1;1;;1;5;0
2005;"SP";"homem";31;"branca";1;1;;1;13;700
2005;"GO";"mulher";18;"parda";1;1;;1;0;0
2005;"PA";"mulher";68;"branca";0;1;"AM";1;8;600
2005;"AM";"mulher";35;"parda";1;1;;1;11;300
2005;"AM";"homem";34;"parda";0;1;;1;8;780
2005;"BA";"mulher";45;"preta";1;1;"MG";1;15;2800
2005;"PB";"homem";34;"branca";1;1;;0;0;280
2005;"PA";"mulher";51;"preta";1;1;;1;4;320
2005;"RS";"homem";10;"branca";1;1;;1;3;0
2005;"MA";"mulher";10;"branca";1;1;;1;2;0
2005;"MG";"mulher";2;"parda";1;1;;0;0;
2005;"MG";"mulher";12;"preta";1;1;;1;5;130
2005;"PE";"mulher";56;"branca";1;1;;0;0;300
2005;"SP";"homem";68;"parda";0;1;;1;0;890
2005;"SP";"mulher";30;"branca";1;1;;1;15;1000
2005;"GO";"homem";76;"branca";0;1;;1;4;300
2005;"SE";"mulher";16;"parda";1;1;;1;6;15
2005;"AL";"homem";3;"branca";1;1;;0;0;
2005;"BA";"homem";8;"parda";1;1;;1;1;
2005;"SP";"mulher";18;"parda";1;1;;1;10;100
2005;"MG";"homem";33;"branca";1;1;;1;4;200
2005;"RO";"homem";12;"branca";1;1;;1;5;0
2005;"RS";"homem";32;"branca";0;1;;1;7;480
2005;"ES";"mulher";3;"parda";1;1;"BA";0;0;
2005;"MT";"homem";23;"branca";1;1;;1;14;400
2005;"GO";"mulher";5;"branca";1;1;;0;0;
2005;"MT";"mulher";11;"parda";1;1;;1;4;0
2005;"SP";"homem";61;"branca";1;1;;1;15;20000
2005;"RS";"mulher";48;"preta";0;1;;1;5;215
2005;"MG";"homem";22;"branca";1;1;;1;11;900
2005;"RJ";"mulher";39;"parda";0;1;;1;2;150
2005;"BA";"homem";5;"branca";1;1;;0;0;
2005;"GO";"homem";50;"branca";1;1;"RJ";1;15;3000
2005;"PE";"homem";53;"branca";1;1;;1;11;480
2005;"GO";"mulher";43;"branca";1;1;;1;11;1150
2005;"SP";"mulher";77;"parda";0;1;;1;2;300
2005;"MT";"mulher";36;"preta";1;1;;1;5;300
2005;"SP";"homem";0;"branca";1;1;;0;0;
2005;"BA";"mulher";16;"branca";1;1;;1;9;0
2005;"MS";"homem";28;"parda";1;1;"SP";0;0;300
2005;"MA";"mulher";72;"parda";0;1;;0;2;0
2005;"AC";"homem";19;"parda";1;1;;1;10;0
2005;"RJ";"homem";60;"parda";0;1;;1;2;300
2005;"MG";"homem";22;"parda";5;1;;1;4;350
2005;"PE";"homem";31;"parda";1;1;;1;11;0
2005;"PE";"mulher";46;"parda";0;1;;0;0;200
2005;"RJ";"homem";73;"branca";0;1;;1;15;1550
2005;"BA";"mulher";11;"parda";1;1;;1;4;0
2005;"PE";"mulher";22;"parda";1;1;;1;6;0
2005;"BA";"mulher";3;"parda";1;1;;0;0;
2005;"SC";"mulher";27;"branca";1;1;;1;11;600
2005;"RN";"homem";25;"parda";1;1;;0;0;0
2005;"DF";"mulher";10;"branca";1;1;"GO";1;2;0
2005;"RJ";"mulher";18;"parda";1;1;;1;10;0
2005;"RS";"mulher";61;"branca";0;1;;1;5;50
2005;"RN";"mulher";6;"parda";1;1;;0;0;
2005;"PR";"mulher";37;"branca";1;1;;1;7;380
2005;"PA";"homem";56;"parda";0;1;;1;3;250
2005;"MG";"mulher";9;"preta";1;1;;1;2;
2005;"RS";"homem";0;"branca";1;1;;0;0;
2005;"DF";"homem";64;"branca";0;1;"MG";1;11;6000
2005;"BA";"mulher";8;"parda";1;1;"SP";0;0;
2005;"MG";"mulher";62;"parda";0;1;;1;4;500
2005;"BA";"homem";39;"parda";1;1;;1;8;0
2005;"MT";"homem";22;"branca";1;1;;1;5;160
2005;"MG";"mulher";26;"preta";1;1;;1;7;107
2005;"GO";"homem";28;"branca";1;1;;1;9;300
2005;"TO";"homem";15;"parda";1;1;;1;7;0
2005;"ES";"homem";40;"preta";1;1;;1;11;700
2005;"SP";"homem";47;"parda";0;1;;1;5;1200
2005;"RO";"mulher";28;"branca";1;1;"ES";1;10;1200
2005;"RJ";"mulher";53;"branca";0;1;;1;4;0
2005;"BA";"mulher";37;"branca";0;1;;1;8;80
2005;"PA";"homem";12;"parda";1;1;;1;4;0
2005;"SP";"mulher";13;"branca";1;1;;1;6;0
2005;"RJ";"mulher";35;"branca";1;1;;1;6;0
2005;"PA";"homem";24;"branca";1;1;;1;11;700
2005;"BA";"homem";34;"parda";1;1;;1;11;760
2005;"PA";"homem";42;"parda";1;1;;1;11;5750
2005;"PR";"homem";49;"branca";1;1;;1;11;0
2005;"SC";"mulher";52;"branca";0;1;;1;2;0
2005;"BA";"homem";44;"parda";1;1;;1;11;1400
2005;"RO";"mulher";22;"branca";1;1;"PR";1;8;0
2005;"RJ";"mulher";16;"branca";1;1;;1;10;150
2005;"RJ";"homem";0;"branca";1;1;;0;0;
2005;"MT";"homem";9;"branca";1;1;;1;4;
2005;"BA";"mulher";21;"parda";1;1;;1;5;0
2005;"GO";"mulher";25;"branca";1;1;;1;15;1000
2005;"PB";"homem";34;"branca";1;0;;0;0;0
2005;"MA";"mulher";0;"parda";1;1;;0;0;
2005;"MG";"homem";50;"parda";0;1;;1;11;904
2005;"BA";"mulher";32;"parda";1;1;;0;0;0
2005;"MG";"mulher";49;"branca";1;1;;1;8;1050
2005;"PA";"mulher";27;"parda";1;1;;1;11;0
2005;"RJ";"homem";4;"parda";1;1;;0;0;
2005;"SP";"homem";38;"branca";1;1;"CE";1;5;1200
2005;"MG";"mulher";41;"branca";0;1;;1;6;353
2005;"RJ";"homem";37;"parda";1;1;"CE";1;9;
2005;"PE";"homem";11;"branca";1;1;;0;1;0
2005;"PE";"homem";3;"parda";1;1;;0;0;
2005;"RJ";"homem";28;"branca";1;1;;1;15;500
2005;"PI";"homem";15;"parda";1;1;;1;5;0
2005;"MT";"homem";2;"parda";1;1;;0;0;
2005;"DF";"mulher";43;"parda";0;1;;1;11;1400
2005;"SP";"mulher";20;"branca";1;1;;1;11;500
2005;"MG";"homem";14;"parda";0;1;;1;6;0
2005;"MS";"mulher";48;"parda";1;1;;1;4;80
2005;"RJ";"mulher";62;"parda";0;1;"MG";0;0;0
2005;"BA";"mulher";10;"parda";1;1;;1;3;0
2005;"CE";"homem";23;"branca";1;1;;1;11;250
2005;"SP";"homem";42;"preta";0;1;"BA";1;2;600
2005;"MS";"homem";38;"parda";1;1;"MG";1;3;500
2005;"SP";"mulher";43;"parda";1;1;"AL";1;4;120
2005;"RS";"homem";60;"branca";0;1;;1;4;1200
2005;"CE";"mulher";35;"parda";1;1;;0;2;95
2005;"MG";"mulher";59;"branca";0;1;"GO";1;1;500
2005;"CE";"homem";46;"branca";0;1;;1;11;1000
2005;"MG";"homem";18;"parda";0;1;;1;7;40
2005;"GO";"homem";15;"branca";1;1;;1;6;0
2005;"SC";"homem";34;"branca";1;1;;1;4;480
2005;"CE";"homem";37;"branca";1;1;"SP";1;12;2400
2005;"BA";"mulher";13;"parda";1;1;;1;3;0
2005;"RS";"mulher";85;"branca";0;1;;1;5;1580
2005;"BA";"mulher";30;"parda";1;1;;1;7;0
2005;"BA";"homem";33;"parda";1;1;;1;11;2000
2005;"AM";"homem";34;"parda";1;1;;1;13;1800
2005;"TO";"mulher";25;"parda";1;1;;0;0;300
2005;"SP";"homem";34;"branca";0;1;"PR";1;8;1935
2005;"PA";"mulher";16;"branca";1;1;;1;7;0
2005;"DF";"mulher";31;"parda";1;1;"MA";1;8;800
2005;"AP";"homem";11;"parda";1;1;;1;4;0
2005;"RJ";"homem";6;"branca";1;1;;1;0;
2005;"AC";"homem";47;"branca";0;1;;0;0;89
2005;"PA";"mulher";3;"branca";1;1;;0;0;
2005;"CE";"mulher";7;"parda";1;1;;1;0;
2005;"SC";"mulher";26;"branca";1;1;;1;13;1400
2005;"RS";"mulher";15;"branca";1;1;;1;9;0
2005;"SP";"homem";13;"branca";5;1;;1;6;90
2005;"PE";"homem";8;"parda";1;1;;0;1;
2005;"SP";"mulher";64;"branca";1;1;;1;4;0
2005;"GO";"homem";12;"parda";1;1;;1;3;300
2005;"MG";"homem";3;"parda";1;1;;0;0;
2005;"BA";"homem";5;"branca";1;1;;1;0;
2005;"SP";"homem";2;"branca";1;1;;0;0;
2005;"CE";"homem";18;"branca";1;1;;1;5;0
2005;"PE";"mulher";55;"parda";1;1;;1;5;400
2005;"BA";"homem";41;"branca";0;1;;0;0;30
2005;"RR";"homem";18;"branca";1;1;;1;8;350
2005;"PE";"homem";32;"parda";1;1;;0;1;80
2005;"SP";"mulher";29;"parda";1;1;;1;8;0
2005;"PE";"mulher";13;"parda";1;1;;1;4;0
2005;"RJ";"mulher";63;"branca";0;1;"PB";1;11;0
2005;"MG";"homem";71;"parda";0;1;;0;0;315
2005;"RS";"homem";42;"parda";0;1;;1;3;300
2005;"MG";"homem";12;"branca";1;1;;1;4;0
2005;"PA";"homem";39;"branca";1;1;;1;2;340
2005;"PR";"mulher";21;"branca";1;1;;1;12;0
2005;"PA";"mulher";38;"branca";1;1;;1;4;0
2005;"SP";"homem";45;"branca";0;1;;1;2;400
2005;"AM";"mulher";2;"parda";1;1;;0;0;
2005;"PR";"mulher";37;"branca";0;1;"RS";1;9;850
2005;"PR";"mulher";66;"branca";0;1;;1;4;300
2005;"ES";"homem";41;"parda";1;1;;1;2;0
2005;"RS";"mulher";13;"branca";1;1;;1;7;0
2005;"CE";"mulher";53;"parda";1;1;;0;0;80
2005;"CE";"homem";46;"parda";1;1;;1;4;65
2005;"SP";"homem";34;"parda";1;1;;1;15;850
2005;"BA";"homem";0;"parda";1;1;;0;0;
2005;"SP";"homem";30;"parda";0;1;"BA";1;4;400
2005;"PA";"homem";37;"parda";1;1;;1;14;1200
2005;"AL";"mulher";24;"branca";1;1;;1;4;0
2005;"SC";"mulher";47;"branca";1;1;;1;4;2350
2005;"AL";"mulher";11;"parda";1;1;;1;4;0
2005;"RR";"mulher";28;"parda";1;1;"AM";1;10;540
2005;"RS";"homem";49;"branca";0;1;;1;8;2800
2005;"ES";"mulher";67;"parda";0;1;;0;0;440
2005;"MT";"mulher";64;"branca";0;1;;1;7;1500
2005;"PR";"homem";27;"branca";1;1;;1;11;500
2005;"MG";"mulher";20;"parda";1;1;;1;12;300
2005;"MG";"mulher";54;"branca";0;1;;1;11;200
2005;"AL";"homem";19;"branca";1;1;;1;3;0
2005;"ES";"homem";62;"branca";1;1;;1;11;4200
2005;"GO";"mulher";7;"branca";1;1;;1;2;
2005;"PB";"homem";69;"branca";0;1;;0;0;300
2005;"PA";"mulher";73;"parda";0;1;"PE";1;6;300
2005;"PB";"mulher";14;"branca";1;1;;1;7;0
2005;"CE";"mulher";11;"parda";1;1;;1;5;0
2005;"MG";"homem";6;"parda";1;1;;0;0;
2005;"SC";"mulher";39;"branca";1;1;;1;12;1000
2005;"MG";"mulher";37;"branca";0;1;;1;3;0
2005;"CE";"mulher";40;"parda";1;1;;1;8;65
2005;"BA";"mulher";64;"branca";0;1;"SE";0;1;400
2005;"SC";"homem";36;"branca";0;1;"PR";1;11;650
2005;"GO";"mulher";8;"parda";1;1;"PA";1;1;
2005;"CE";"mulher";10;"parda";1;1;;1;3;0
2005;"SE";"homem";0;"parda";1;1;;0;0;
2005;"SP";"mulher";79;"branca";0;1;;0;0;300
2005;"GO";"mulher";55;"branca";0;1;;1;2;0
2005;"BA";"mulher";24;"preta";1;1;;1;5;0
2005;"TO";"mulher";55;"branca";0;1;"MA";1;4;65
2005;"SC";"homem";30;"parda";1;1;"PR";0;0;700
2005;"SC";"homem";40;"branca";1;1;"RS";1;15;3500
2005;"MT";"mulher";11;"parda";1;1;"AC";1;4;15
2005;"SP";"homem";4;"branca";1;1;;0;0;
2005;"BA";"mulher";36;"branca";0;1;;0;0;80
2005;"PA";"mulher";58;"branca";0;1;;1;15;1500
2005;"SP";"mulher";56;"branca";0;1;"MG";0;0;180
2005;"MS";"homem";22;"parda";1;1;;1;9;600
2005;"AM";"mulher";31;"parda";1;1;;1;10;400
2005;"PA";"homem";28;"parda";1;1;"MA";1;5;800
2005;"BA";"mulher";27;"preta";1;1;;1;10;120
2005;"MA";"mulher";21;"branca";1;1;;1;12;300
2005;"PA";"mulher";86;"parda";5;1;;0;0;600
2005;"PE";"mulher";24;"parda";1;1;;1;9;300
2005;"RJ";"homem";6;"parda";1;1;;1;0;
2005;"MA";"mulher";7;"parda";1;1;;0;0;
2005;"MG";"homem";31;"preta";1;1;;1;8;900
2005;"SE";"homem";59;"parda";0;1;;0;0;120
2005;"BA";"homem";66;"parda";0;1;;0;1;300
2005;"PE";"mulher";56;"branca";0;1;"PB";1;1;25
2005;"BA";"homem";38;"parda";1;1;"PE";1;11;450
2005;"MG";"homem";19;"branca";1;1;;1;8;300
2005;"RS";"homem";10;"branca";1;1;;1;3;0
2005;"SE";"mulher";49;"branca";1;1;"BA";1;0;0
2005;"BA";"mulher";57;"parda";0;1;"AL";1;5;900
2005;"RO";"homem";35;"parda";0;1;;1;11;900
2005;"GO";"homem";13;"parda";1;1;;1;6;0
2005;"AL";"mulher";12;"parda";1;1;;1;5;25
2005;"AM";"mulher";25;"parda";1;1;;1;9;0
2005;"SE";"homem";37;"branca";1;1;;1;3;240
2005;"SP";"homem";5;"parda";1;1;;0;0;
2005;"PE";"homem";12;"branca";1;1;;1;5;0
2005;"DF";"mulher";33;"parda";1;1;"BA";1;8;0
2005;"PA";"homem";25;"branca";1;1;;1;14;300
2005;"TO";"mulher";34;"branca";1;1;;1;11;1300
2005;"PB";"homem";54;"parda";1;1;;0;0;120
2005;"CE";"mulher";4;"parda";1;1;;0;0;
2005;"GO";"mulher";44;"branca";1;1;"SP";1;13;0
2005;"AL";"homem";18;"branca";1;1;;1;10;0
2005;"BA";"homem";38;"parda";1;1;;1;7;0
2005;"MG";"homem";21;"parda";1;1;;1;9;400
2005;"PE";"homem";7;"parda";1;1;;1;1;
2005;"BA";"mulher";41;"parda";1;1;;1;15;3000
2005;"BA";"mulher";28;"branca";1;1;;1;11;0
2005;"PE";"homem";21;"branca";1;1;;1;11;750
2005;"RO";"mulher";44;"parda";0;1;"MS";1;3;0
2005;"GO";"mulher";8;"branca";1;1;;1;3;
2005;"PA";"mulher";49;"parda";0;1;;1;9;300
2005;"MG";"mulher";33;"branca";0;1;"MT";1;8;0
2005;"RS";"mulher";27;"branca";1;1;;1;15;450
2005;"RS";"mulher";10;"parda";1;1;;1;2;0
2005;"RJ";"mulher";5;"branca";1;1;;1;0;
2005;"RO";"mulher";62;"branca";0;1;"PE";1;0;300
2005;"PE";"homem";25;"branca";1;1;;1;15;1000
2005;"RS";"homem";39;"branca";0;1;;1;11;700
2005;"MG";"mulher";57;"branca";0;1;;0;0;350
2005;"MT";"mulher";34;"branca";0;1;;1;5;0
2005;"DF";"homem";29;"parda";1;1;;1;11;1000
2005;"PE";"homem";41;"preta";1;1;;1;7;300
2005;"RO";"homem";58;"branca";0;1;"PR";0;0;300
2005;"BA";"mulher";56;"parda";0;1;"PE";0;0;115
2005;"PR";"mulher";64;"parda";0;1;;1;4;300
2005;"GO";"mulher";21;"parda";1;1;"DF";1;11;0
2005;"SP";"homem";28;"branca";1;1;"PB";1;5;700
2005;"MG";"mulher";22;"branca";1;1;;1;11;150
2005;"SP";"homem";40;"branca";0;1;;1;10;0
2005;"RS";"mulher";11;"branca";1;1;;1;4;0
2005;"SC";"mulher";14;"branca";1;1;;1;7;0
2005;"SP";"mulher";63;"parda";1;1;"MG";1;3;300
2005;"BA";"homem";20;"branca";1;1;;1;12;0
2005;"BA";"mulher";1;"parda";1;1;;0;0;
2005;"RS";"mulher";30;"parda";1;1;;1;5;0
2005;"BA";"homem";25;"parda";1;1;;1;10;482
2005;"SP";"homem";49;"branca";1;1;;1;5;900
2005;"PA";"homem";20;"parda";1;1;;1;4;0
2005;"RS";"mulher";12;"branca";1;1;;1;2;0
2005;"AC";"homem";7;"parda";1;1;;0;0;
2005;"PA";"mulher";4;"branca";1;1;;0;0;
2005;"MG";"homem";28;"branca";1;1;"SP";1;15;750
2005;"SP";"mulher";67;"branca";0;1;;1;12;1751
2005;"RJ";"homem";44;"branca";1;1;;1;11;1700
2005;"RS";"homem";36;"parda";0;1;;1;4;650
2005;"PE";"mulher";11;"branca";1;1;;1;4;0
2005;"MG";"mulher";23;"parda";1;1;;1;0;150
2005;"SP";"homem";1;"branca";1;1;;0;0;
2005;"PI";"mulher";15;"parda";1;1;;1;7;0
2005;"SP";"mulher";8;"branca";1;1;;1;1;
2005;"RS";"mulher";44;"branca";0;1;;1;5;300
2005;"BA";"homem";24;"parda";1;1;;1;8;130
2005;"AM";"homem";28;"branca";1;1;;1;11;1100
2005;"MG";"homem";25;"preta";1;1;;1;11;260
2005;"PA";"mulher";8;"parda";1;1;;1;0;
2005;"MT";"mulher";1;"parda";1;1;;0;0;
2005;"CE";"homem";11;"branca";1;1;;1;3;0
2005;"RJ";"homem";1;"branca";1;1;;0;0;
2005;"SE";"mulher";50;"branca";0;1;;1;2;300
2005;"PR";"mulher";11;"branca";0;1;;1;4;0
2005;"GO";"mulher";32;"parda";1;1;"DF";1;11;470
2005;"SP";"mulher";52;"branca";0;1;"MG";0;1;0
2005;"RO";"homem";14;"parda";1;1;;1;6;0
2005;"GO";"mulher";21;"parda";1;1;;1;12;50
2005;"MG";"mulher";34;"parda";1;1;;1;4;88
2005;"MG";"mulher";9;"branca";1;1;;1;2;
2005;"PA";"homem";12;"parda";1;1;;1;5;0
2005;"PI";"homem";18;"parda";1;1;;1;8;0
2005;"PR";"mulher";27;"branca";1;1;;1;11;0
2005;"PE";"homem";21;"parda";1;1;;0;1;0
2005;"RJ";"mulher";69;"parda";0;1;;1;4;0
2005;"RJ";"homem";45;"parda";1;1;"PB";1;4;300
2005;"AM";"mulher";6;"parda";1;1;;1;0;
2005;"BA";"mulher";14;"parda";1;1;;1;2;0
2005;"PE";"homem";3;"branca";1;1;;0;0;
2005;"BA";"homem";39;"preta";1;1;;1;3;450
2005;"SE";"homem";33;"parda";1;1;;0;0;160
2005;"SP";"homem";43;"branca";1;1;;1;4;350
2005;"GO";"mulher";2;"parda";1;1;;0;0;
2005;"CE";"mulher";3;"parda";1;1;;0;0;
2005;"RS";"homem";36;"branca";1;1;;1;6;500
2005;"AM";"mulher";15;"parda";1;1;;1;5;0
2005;"GO";"mulher";45;"parda";1;1;;0;0;100
2005;"GO";"homem";37;"parda";1;1;;1;10;800
2005;"SC";"homem";49;"branca";1;1;;1;11;1500
2005;"SP";"mulher";46;"branca";1;1;;1;11;850
2005;"PE";"mulher";16;"parda";1;1;;1;8;0
2005;"RS";"mulher";88;"branca";0;1;;1;0;600
2005;"RS";"homem";1;"branca";1;1;;0;0;
2005;"BA";"homem";6;"parda";1;1;;1;0;
2005;"RS";"mulher";5;"branca";1;1;;0;0;
2005;"MG";"mulher";15;"branca";1;1;"DF";1;8;80
2005;"RJ";"mulher";43;"parda";0;1;;1;1;0
2005;"AC";"mulher";19;"parda";1;1;;1;10;200
2005;"MT";"homem";15;"branca";0;1;;1;5;150
2005;"SP";"mulher";37;"branca";0;1;;1;11;1800
2005;"ES";"homem";20;"preta";0;1;;1;8;250
2005;"SP";"homem";61;"preta";0;1;;1;4;0
2005;"GO";"mulher";9;"branca";1;1;;1;2;
2005;"CE";"mulher";59;"parda";0;1;;1;11;300
2005;"BA";"homem";56;"parda";0;1;;1;7;0
2005;"PE";"homem";33;"parda";1;1;"PB";1;10;360
2005;"BA";"mulher";20;"parda";1;1;;1;11;123
2005;"MT";"mulher";23;"parda";1;1;;1;12;600
2005;"PR";"mulher";3;"branca";1;1;;0;0;
2005;"SP";"homem";16;"branca";1;1;;1;9;0
2005;"RJ";"mulher";28;"branca";1;1;;1;11;150
2005;"BA";"mulher";23;"parda";1;1;;1;4;150
2005;"RR";"mulher";43;"branca";0;1;"SP";1;6;0
2005;"SP";"homem";7;"branca";1;1;;0;0;
2005;"CE";"homem";68;"branca";0;1;"PB";1;2;300
2005;"PA";"mulher";76;"preta";0;1;"PI";0;0;300
2005;"TO";"mulher";28;"parda";1;1;;1;11;450
2005;"RS";"mulher";20;"branca";1;1;;1;12;450
2005;"SP";"homem";38;"branca";1;1;"BA";1;10;600
2005;"AM";"homem";18;"parda";1;1;;1;8;0
2005;"TO";"mulher";41;"parda";1;1;"MA";1;5;0
2005;"PI";"mulher";6;"parda";1;1;;0;0;
2005;"MG";"mulher";18;"parda";1;1;"SP";1;11;0
2005;"PR";"homem";22;"parda";5;1;;1;7;120
2005;"RS";"mulher";38;"preta";1;1;;1;10;600
2005;"RS";"homem";7;"preta";1;1;;1;0;
2005;"RO";"homem";27;"parda";1;1;"PR";1;4;350
2005;"AM";"homem";9;"parda";1;1;;1;2;
2005;"CE";"mulher";6;"branca";1;1;;0;0;
2005;"SP";"mulher";45;"branca";1;1;;1;4;2000
2005;"PR";"homem";4;"branca";1;1;;0;0;
2005;"RJ";"mulher";11;"branca";1;1;;1;3;0
2005;"MA";"homem";2;"parda";1;1;;0;0;
2005;"MG";"mulher";44;"parda";0;1;;1;3;370
2005;"SP";"homem";39;"parda";0;1;;1;3;480
2005;"PB";"homem";20;"branca";1;1;;1;7;0
2005;"PR";"homem";25;"branca";1;1;;1;15;900
2005;"CE";"mulher";28;"indígena";1;1;;1;6;500
2005;"BA";"mulher";10;"parda";1;1;;1;2;0
2005;"ES";"homem";2;"parda";1;1;;0;0;
2005;"BA";"homem";25;"preta";1;1;;1;11;506
2005;"RS";"mulher";66;"branca";0;1;;1;2;600
2005;"RJ";"homem";28;"parda";1;1;;1;5;300
2005;"PA";"homem";40;"parda";1;1;;1;8;600
2005;"TO";"mulher";24;"parda";1;1;;1;6;366
2005;"MA";"homem";4;"parda";1;1;;0;0;
2005;"RS";"mulher";53;"branca";1;1;;0;0;450
2005;"GO";"homem";53;"parda";0;1;;1;4;600
2005;"RS";"homem";5;"preta";1;1;;0;0;
2005;"AP";"homem";18;"parda";1;1;;1;11;300
2005;"PR";"homem";6;"branca";1;1;;1;0;
2005;"RO";"mulher";14;"parda";1;1;;1;7;0
2005;"SP";"homem";49;"branca";0;1;;1;15;5000
2005;"MG";"homem";7;"parda";1;1;;0;0;
2005;"PE";"homem";19;"branca";1;1;;1;3;0
2005;"RJ";"homem";25;"branca";1;1;;1;13;0
2005;"DF";"homem";24;"parda";1;1;;1;11;400
2005;"MG";"mulher";7;"parda";1;1;;1;2;
2005;"MS";"mulher";45;"branca";1;1;;1;5;200
2005;"CE";"mulher";60;"branca";0;1;;1;11;440
2005;"MG";"mulher";7;"branca";1;1;"SP";1;0;
2005;"RJ";"homem";14;"branca";1;1;;1;7;0
2005;"CE";"mulher";20;"branca";1;1;;1;11;0
2005;"BA";"mulher";3;"preta";1;1;;0;0;
2005;"SP";"mulher";38;"parda";1;1;"PE";1;4;0
2005;"SC";"mulher";9;"branca";1;1;;1;2;
2005;"SE";"homem";17;"parda";1;1;;0;2;120
2005;"RJ";"mulher";17;"parda";1;1;;1;7;0
2005;"AL";"mulher";61;"parda";0;1;;1;4;300
2005;"PR";"mulher";17;"amarela";1;1;;1;10;0
2005;"ES";"homem";69;"parda";0;1;;1;4;520
2005;"RJ";"homem";21;"branca";1;1;;1;11;600
2005;"BA";"homem";23;"parda";1;1;;1;4;300
2005;"SP";"homem";30;"parda";1;1;"PR";1;4;380
2005;"SP";"mulher";10;"preta";1;1;;1;3;0
2005;"PR";"homem";43;"branca";1;1;;1;6;450
2005;"PR";"mulher";78;"branca";0;1;;1;4;300
2005;"RO";"homem";38;"parda";1;1;"MG";1;4;1000
2005;"CE";"homem";18;"parda";1;1;;0;3;280
2005;"SP";"homem";43;"branca";1;1;;1;4;300
2005;"MT";"homem";59;"parda";0;1;;1;0;0
2005;"PA";"mulher";40;"parda";1;1;"MA";1;7;0
2005;"SP";"mulher";29;"branca";1;1;;1;14;900
2005;"SP";"homem";10;"branca";1;1;;1;3;0
2005;"MS";"mulher";9;"parda";1;1;;1;2;
2005;"MT";"mulher";24;"parda";1;1;;1;8;0
2005;"AM";"homem";8;"parda";1;1;;1;0;
2005;"PE";"homem";24;"branca";1;1;;1;7;80
2005;"RS";"mulher";19;"branca";1;1;;1;12;0
2005;"CE";"homem";25;"parda";1;1;;1;5;100
2005;"MG";"mulher";82;"branca";0;1;;0;0;600
2005;"MG";"homem";31;"branca";0;1;;1;15;2000
2005;"MG";"mulher";38;"parda";0;1;;1;6;350
2005;"GO";"homem";30;"branca";1;1;;1;8;800
